,spa_text,gum_text,origin,origin_details
3303,"Sus vecinos y los que lo habían visto antes pidiendo limosna, comentaban: –¿No es éste el que se sentaba a pedir limosna?","Inchen nui ya bulueløba, katø tru ‘chigøben kettra’ cha, miab wabigwan ashibelø gøbeløbabe trenchibelø gøn: —¿Tru ‘chigøben kettra’ chib, miab wabiibe øigwein gømuitarru?— cha.",bible,Juan 9 - 8
3304,"Unos decían: –Sí, es el mismo. Otros, en cambio, negaban que se tratara del mismo y decían: –No es él, sino uno parecido a él. Pero él decía: –Soy yo mismo.","Inchen kaneløbe trenchibelø gøn: —Nøwein gøn— cha. Inchen katøganeløbe trenchibelø gøn: —Truig lataig asønabendø, nø gømøn— cha. Inchen nøbe nøashib trenchiptinchibig køn: —Nawein gur— cha.",bible,Juan 9 - 9
3305,Ellos le preguntaron: –¿Y cómo has conseguido ver?,Inchene nømbe trenchib payibelø gøn: —¿Chincha ashibig misrku?— cha.,bible,Juan 9 - 10
3306,"El les contestó: –Ese hombre que se llama Jesús hizo un poco de lodo con su saliva, lo extendió sobre los ojos y me dijo: «­Ve a lavarte a la piscina de Siloé». Fui, me lavé y comencé a ver.","Inchene nøbe trenchibig køn: —Kan møg, munchibe Jesús taig, chillig mara, nan kabmerayu srølabe, trenchitan cha: “Siloé pisusrømay ya, maløwan kwallchig” cha. Inchen nabe ya, maløwan kwallene, nai kabmerabe ashibig misrøptinndan— cha.",bible,Juan 9 - 11
3307,Le preguntaron: –¿Y dónde está ahora ese hombre? El les dijo: –No lo sé.,Inchen nune trencha payibelø gøn: —¿Tru møøbe chu yah?— cha. Inchen nøbe: —Chindindø— chibig køn.,bible,Juan 9 - 12
3308,"Llevaron ante los fariseos al hombre que había estado ciego,",Incha tru kerrigu ashmíig købigwan fariseosmerai merrab pera ambubelø gøn.,bible,Juan 9 - 13
3309,"pues el día en que Jesús había hecho lodo con su saliva y había dado la vista al ciego, era sábado.","Kaguende tru Jesús chillig mara, ashmíigwan tamarin gwalømbe isrin gwaløm gøbig køn.",bible,Juan 9 - 14
3310,"Por eso los fariseos preguntaban a aquel hombre cómo había obtenido la vista. El les contestó: –Extendió un poco de lodo sobre mis ojos, me lavé y ahora veo.","Incha fariseosmeragucha tru møwan katøyug payibelø gøn: —¿Mandø incha, ashibig misrku?— cha. Inchene nøbe trenchibig køn: —Kappala nane chillig srøldan cha. Inchen nabe maløwan kwaliitø, ashibig misrinatan— cha.",bible,Juan 9 - 15
3311,"Algunos de los fariseos decían: –Este hombre no puede venir de parte de Dios, porque no respeta el sábado. Pero otros se preguntaban: –¿Cómo puede un hombre pecador hacer estos signos? Esto provocó división entre ellos.",Inchen møiløgøben fariseosmerabe trenchibelø gøn: —Kan øyeeg marøb møøbe Tiuswein gømuinrrun cha. Kaguende isrin gwalømwan ke isrin gwaløm gømui lataig marøbig køn— cha. Trune katøganeløbe trenchibelø gøn: —¿Kan kaig marøb møøbe øyeeg Tius nøba pasrain gúi asha gømig mariilø mana martrab gø?— cha. Incha yandø nømdø ke nøørøtø misrøbelø gøn.,bible,Juan 9 - 16
3312,Entonces volvieron a preguntarle: –¿Qué opinas tú sobre el que te dio la vista? Respondió: –Que es un profeta.,"Inchawei tru ashmíig købigwane katøle payibelø gøn: —Ñibe, ¿tru møweimburab manchinrragu cha, tru ñui kabmeran tamarig købene?— Inchen nøbe løtappe trenchibig køn: —Nabe Tius maig karuigwan kan eshkab møg køn damønrrun— cha.",bible,Juan 9 - 17
3313,"Los judíos no querían creer que aquel hombre había estado ciego y que había comenzado a ver. Llamaron, pues, a sus padres,","Inchen gatøgucha judíosmerabe kørenrrab inchimeelø gøn ke ashmíig købig kua, katøle ashibig misritamappe. Incha tru tamarinabigwei møskalanguen amrrunrrai wama,",bible,Juan 9 - 18
3314,"y les preguntaron: –¿Es éste su hijo, el que ustedes dicen que nació ciego? ¿Cómo es que ahora ve?","nømune trenchib payibelø gøn: —¿Iig tru ñimui nusrkain gúitarru cha, tru ñim kerrigu ashmíig kal-lan? daig. ¿Trube, møimbe mandø incha ashibig misrah?— cha.",bible,Juan 9 - 19
3315,Los padres respondieron: –Sabemos que éste es nuestro hijo y que nació ciego.,"Inchene møskaløbe trenchibelø gøn: —Namui nusrkaiwein gøn cha, tru kerrigu ashmíig kal-labig.",bible,Juan 9 - 20
3316,"Cómo es que ahora ve no lo sabemos, ni sabemos quién le ha dado la vista. Pregúntenselo a él; tiene edad suficiente para responder por sí mismo.","Inchendø ashibig misrtrappe, mandø indigwane nambe trunune ashmer cha. Katø ya ashibig misrtraimbe kabmerane mu tamarin gúi namgucha ashmer cha. Ñimbe nunashib payay chibelø gøn, yandø kølig køn cha, nøashib maig kuigwan eshkanrrun— cha.",bible,Juan 9 - 21
3317,"Los padres respondieron así por miedo a los judíos, pues éstos habían tomado la decisión de expulsar de la sinagoga a todos los que reconocieran que Jesús era el Mesías.","Møskalø øyeeg chippe, judíosmeran kørig køptørre øyeeg chibelø gøn, kaguende judíosmerabe møikkøben: “Jesúswan Cristo gøn” chibigwane nømui tulundzuni yaugurri wegutchab waminchaguen gøben.",bible,Juan 9 - 22
3318,"Por eso sus padres dijeron: «Pregúntenselo a él, que ya tiene edad suficiente».","Incha treekkurri møskaløbe trendaig købig køn: —Nunashib payay cha, yandø kølig køn— cha.",bible,Juan 9 - 23
3319,"Entonces llamaron por segunda vez al hombre que había sido ciego, y le dijeron: –Dinos la verdad delante de Dios. Sabemos que este hombre es un pecador.","Incha judíosmerabe tru ashmíig køb møwane katøle wama, trenchibelø gøn: —Tiuswane maya nuguen tabig waminchi cha. Nambe tru møøbe kaig marøbig kui asha guer— cha.",bible,Juan 9 - 24
3320,Entonces él respondió: –Yo no sé si es un pecador o no. Lo único que sé es que yo antes era ciego y ahora veo.,"Inchene nøbe trenchibig køn: —¿Kaig marøbig køh? Kabe: ¿Kaig marmíig kø, chindi? Nabe trunune ashmur cha. Nabe kerrigu ashmíig købig kuig, møimbe yandø na ashibig misrigwan nabe trunune isua basrar— cha.",bible,Juan 9 - 25
3321,Y volvieron a preguntarle: –¿Qué fue lo que hizo contigo? ¿Cómo te dio la vista?,Inchen katøyug bayibelø gøn: —¿Chi marta? cha. ¿Ashibig misrtraimbe mandinda?— cha.,bible,Juan 9 - 26
3322,"El les contestó: –Lo he dicho ya y no me han hecho caso, ¿para qué quieren oírlo otra vez? ¿O es que quieren también ustedes hacerse sus discípulos?","Inchene nøbe løtappe, trenchibig køn: —Yamba chab eshkaben, ¿mørmeelø gø chindah? cha. ¿Chindimbarre katøyug møramig balaingøgue? cha. ¿Ñimgucha kabe nui mendig amøñibelø misrøg køtah?— cha.",bible,Juan 9 - 27
3323,Ellos entonces comenzaron a insultarlo: –Discípulo de ese hombre lo serás tú; nosotros somos discípulos de Moisés.,"Inchene nømbe nun trømbøig tsalø wamabe, trenchibelø gøn: —Ñibeguende tru møwei mendig pasran cha. Trune namuimburappe, nambe Moisés maig chiben treegwan bønrrabelø guer cha.",bible,Juan 9 - 28
3324,"Nosotros sabemos muy bien que Dios habló a Moisés; en cuanto a éste, ni siquiera sabemos de dónde es.",Moiséswane Tius wamindig kui nambe ashibelø guer cha. Trune tru møwane chuig kuinguen nambe ashmeelø guer— cha.,bible,Juan 9 - 29
3325,El contestó: –Esto es lo sorprendente. Resulta que a mí me ha dado la vista y ustedes ni siquiera saben de dónde es.,"Inchen tru møøbe trencha løtabig køn: —Pøs, kan øyeegweinrre mandø gúinguen møramgaig, ke kwaara asamdiig tabig køn cha. Ñimbe chugurri arringuen ashmuben, trune nane kabmeran ashibig martan cha.",bible,Juan 9 - 30
3326,"Sabemos que Dios no escucha a los pecadores; en cambio, escucha a todo aquél que le da culto y cumple su voluntad.","Nambe trendø ashibelø guer cha, kaig marøbelane Tiusbe mørmíig kuin gúi, trune møikkøben nun køriibala tabig waminchibigwane nøbe mørøbig kui.",bible,Juan 9 - 31
3327,Jamás se ha oído decir que alguien haya dado la vista a un ciego de nacimiento.,Managuen kan kal-lainukkurri ashmíig kal-labigwan mu tamaran daig manasrøngurri mugucha wammøra gømøn cha.,bible,Juan 9 - 32
3328,"Si este hombre no viniera de Dios, no habría podido hacer nada.","Tru møg Tiusweinukkurri arrubig kømuimbe, chigucha martrab gaimain gømbala— chibig køn.",bible,Juan 9 - 33
3329,"Ellos respondieron: –¿Es que pretendes darnos lecciones a nosotros, tú que estás lleno de pecado desde que naciste? Y lo echaron fuera.","Inchene nømbe trenchibelø gøn: —Ñi, yeeg kaig mariitø netsaig kal-lawaig købendø ¿namungan ñibe kusrenanrrab indirru?— cha. Incha nømbe nune judíosmera tulundzuni yaugurri weguchibelø gøn.",bible,Juan 9 - 34
3330,"Jesús se enteró de que lo habían echado fuera, y cuando se encontró con él, le preguntó: –¿Crees en el Hijo del hombre?","Inchen Jesúsbe tru ashmíig købigwan judíosmera tulundzuni yaugurri wegutsin gøn daig wammøra, nun katabe, trenchibig køn: —¿Ñigan tru Møg Misra Arrubigwan køretirru?— cha.",bible,Juan 9 - 35
3331,"El ciego le preguntó: –Y ¿quién es, Señor, para que pueda creer en él?","Inchene tru møøbe trencha løtabig køn: —Au, Kasuku, ¿truibe mu gøh? cha, na nun kørenrrab— cha.",bible,Juan 9 - 36
3332,Jesús le contestó: –Ya lo has visto. Es el que está hablando contigo.,"Inchene Jesúsbe trenchiptinchibig køn: —Ñibe ashibguen indan cha. Ñiba waminchib pasrabig, nabe truig kur— cha.",bible,Juan 9 - 37
3333,"Entonces aquel hombre dijo: –Creo, Señor. Y se postró ante él.","Inchene tru møøbe trenchibig køn: —¡Señor, nabe ñun kører!— cha. Incha nun køriibala tabig waminchibig køn.",bible,Juan 9 - 38
3334,"A continuación, Jesús declaró: –Yo he venido a este mundo para un juicio: para que vean los que no ven y para que los que ven se queden ciegos.","Inchen Jesúsbe trenchibig køn: —Nabe yu piraumay arruppe, maig kønrrabigwan asha martrab arrig køn cha, ashmeeløbe ashibelø misrtrai; Inchen ashibeløbe ashmeelø misrtrain— cha.",bible,Juan 9 - 39
3335,"Al oír esto, algunos fariseos le preguntaron: –¿Acaso también nosotros estamos ciegos?","Inchen møiløgøsrøn fariseosmera Jesúsba pønrrabelø tru trendaigwan mørabe, trenchibelø gøn: —¿Kabe namgucha kabgar ashmeelø gøbra chindah?— cha.",bible,Juan 9 - 40
3336,"Jesús respondió: –Si estuvieran ciegos, no tendrían pecado, pero como dicen que ven, su pecado permanece.","Inchene Jesúsbe løtappe trenchiptinchibig køn: —Ñim ashmeelø gúig kuimbe, ñim kaig marig chigar gøbsruinrrun cha. Inchendø møimbe ñim ‘ashibelø guer’ chib pønrraikkurri ñimui kaig mariiløbe ñimuinug pasrabwei indan cha.",bible,Juan 9 - 41
3337,"Les aseguro que quien no entra por la puerta al corral de las ovejas, sino por cualquier otra parte, es ladrón y bandido.","'Nabe ñimun isa gømø, cierton trendamønrrun cha: Ubishameran tulisha kanbalatø keerinug tru yaskabwan guebimøtø, nøørø pegwan guebibiibe, truibe niliig, katø maig købash marøb wesrabig, treeg køn cha.",bible,Juan 10 - 1
3338,El pastor de las ovejas entra por la puerta.,"Trune tru yaskabmay guebibiibe si, tru ubisha ashibig køn cha.",bible,Juan 10 - 2
3339,"A éste le abre el guardián para que entre, y las ovejas escuchan su voz; él llama a las suyas por su nombre y las saca fuera del corral.","Yaskab gurøb pasrabiibe nø kebinrrai yaskabwan kuren, ubishamerabe tru ubisha ashibigwei wamwan mørøbelø gøn cha. Incha nøbe nui ubishameran nømui munchiwan, nømui munchiwan wama, tru keerinukkurri wambig wesrun cha.",bible,Juan 10 - 3
3340,"Cuando han salido todas las suyas, se pone al frente de ellas y las ovejas lo siguen, pues conocen su voz.","Yandø kerrigu nuielan chab wesrawabe, nøbe ubishamerai merrab iben, ubishamerabe wendautø ambubelø gøn cha, kaguende nui wamwandø tsabø mørøbelø gua.",bible,Juan 10 - 4
3341,"En cambio, nunca siguen a un extraño, sino que huyen de él, porque su voz les resulta desconocida.","Trune kan asiimíig pegwane managuen wendautø amrraamøn cha. Nuinukkurrimbe luløptinchun cha, kaguende asiimeelai wamwane mu gúi mørmeelø gua.—",bible,Juan 10 - 5
3342,"Jesús les puso esta comparación, pero ellos no comprendieron su significado.","Jesúsbe iigwan ‘øyeeg lataitøwein gøn’ cha, kemesra waminchene, øyeeg chippe, chiwan wamindinguen mørmeelø gøn.",bible,Juan 10 - 6
3343,Entonces Jesús continuó diciendo: –Les aseguro que yo soy la puerta por la que deben entrar las ovejas.,"Incha Jesúsbe katø nømun trenchibig køn: —Nabe ñimun isa gømø, cierton trendamønrrun cha: Ubishamera kebambig yaskappe na gur cha.",bible,Juan 10 - 7
3344,"Todos los que vinieron antes que yo, eran ladrones y bandidos. Por eso, las ovejas no les hicieron caso.","Mayeeløba na arrumøwatø amrrubeløbe nileelø, maig købash marøb nila wesrabelø gøben, ubishamerabe nømune mørmuig køn cha.",bible,Juan 10 - 8
3345,"Yo soy la puerta. Todo el que entre en el corral de las ovejas por esta puerta, estará a salvo, y sus esfuerzos por buscar el alimento no serán en vano.","Nabe yaskab gur cha. Møikkøben nai yaskabwan kebarrubiibe kaigyugurri wesraig kønrrun cha. Truibe kebib, webarrub llirab uña, pumera mamelø wetørranrrun cha.",bible,Juan 10 - 9
3346,"El ladrón va al rebaño únicamente para robar, matar y destruir. Yo he venido para dar vida a los hombres y para que la tengan en plenitud.","'Kan niliibe nilønrrappah, kwetchappah, ka pinishinrrappatø arruben, trune nabe arruppe, srøig øsig kømigwan tøgagønrrai arrur cha, trurrigu tøgagømburab tøgagønrrai.",bible,Juan 10 - 10
3347,Yo soy el buen pastor. El buen pastor da la vida por las ovejas;,Nabe ubishameran tru purø tab ashibig truig kur cha. Tru ubishameran tab ashibiibe nui øsig kuigwan ubishamerayasig purøbasran cha.,bible,Juan 10 - 11
3348,"no como el jornalero que ni es verdadero pastor ni propietario de las ovejas. El jornalero cuando ve venir al lobo, las abandona y huye. Y el lobo las arrebata y las dispersa.","Trune tru ka anweindø ashibiibe ubisha mabig lobo arri ashippe, ubishamerane chinchaindø luløptinchun cha, kaguende tru ubisha ashibig kømøwei, katø ubishameragucha nuielø gømøwein gúimba. Inchen lobobe ubisha søtøyu kelula, merrarraben, yandø tru ubishamerabe nøørøtø misran cha.",bible,Juan 10 - 12
3349,"El jornalero se porta así, porque trabaja únicamente por el sueldo y no tiene interés por las ovejas.","Tru anweindø ashibe luløptindan cha, kaguende anwandø isubig kua, ubishamerane nøm gusrenrraindø.",bible,Juan 10 - 13
3350,Yo soy el buen pastor; conozco a mis ovejas y ellas me conocen a mí,"-Nabe purøtap aship pera uñibi kur, nay upisha meran tap ashibikur incha nem kucha ashibeløgøn",bible,Juan 10 - 14
3351,"lo mismo que mi Padre me conoce a mí, yo lo conozco a él y doy mi vida por las ovejas.","'Nabe ubishameran tru purø tab ashibig truig kur cha. Nai Møskaimbe nan tab ashen, nagucha nai Møskawan tab ashar cha. Øyeetøwei nabe nai ubishameran ashen, nømgurringucha nane ashibelø gøn cha. Incha nabe nai øsig kuigwan ubishamerayasig purøbasrar cha.",bible,Juan 10 - 15
3352,"Pero tengo otras ovejas que no están en este rebaño; también a éstas tengo que atraerlas, para que escuchen mi voz. Entonces se formará un rebaño único, bajo la guía de un solo pastor.","Nabe katøgan ubishamera tøgagur cha, i tulyuig kømeelø. Truilangucha nane pera arrumig palønrrautan cha. Truiløbe nai wamwan mørtrun cha. Trumaybe ubisha søtømera kandø misren, ubishameran ashibikkucha kandø gønrrun cha.",bible,Juan 10 - 16
3353,"El Padre me ama, porque yo doy mi vida para recuperarla de nuevo.","'Inchawei nai Møskaimbe nan undaguig køn cha, kaguende katøle utønrraptø, nabe natøwei nai øsig kømigwan tranig kuimba.",bible,Juan 10 - 17
3354,Nadie tiene poder para quitármela; soy yo quien la doy por mi propia voluntad. Yo tengo poder para darla y para recuperarla de nuevo. Esta es la misión que recibí de mi Padre.,"Nane nai øsig kuigwan mugucha kerranrraamøtan cha. Treeg kømøtø, na naashib tranar cha. Nabe øsig kuigwan mu mandamgaig tranamig tøgagøb, katø mu mandamgaig katøle na utamig tøgaig kur cha. Øyeeg maramigwane nabe nai Møskawan utig køn— cha, trenchibig køn Jesúsbe.",bible,Juan 10 - 18
3355,Estas palabras de Jesús fueron la causa de una nueva división de opiniones entre los judíos.,"Inchen øyeeg wamindigwan judíosmera mørabe, katøguen nøørøtø misrøbelø gøn.",bible,Juan 10 - 19
3356,"Muchos decían: –Está poseído por un demonio, está delirando. ¿Por qué lo escuchan?","Incha møiløgøben trenchibelø gøn: —Kwaimandzig tøgaig kua, chugúinguen mørmíig basran cha. ¿Chinchabrre mørgue?— cha.",bible,Juan 10 - 20
3357,"Otros, en cambio, decían: –Sus palabras no son las de un endemoniado. ¿Podría un demonio dar la vista a los ciegos?",Trune kaneløbe trenchibelø gøn: —¿Mu kan kwaimandzig tøgaikkan øyeeg waminchaitarru? cha. ¿Kabe kan kwaimandzikkan ashmeelan tamartraitama chindah?— cha.,bible,Juan 10 - 21
3358,Era invierno. Se celebraba en Jerusalén la fiesta que conmemoraba la dedicación del templo.,"Inchen Jerusalénsrømbe fiesta marøb gøbig køn, tru merrabsrø Tiuswei yawan Tiusweindø gønrrain cha tranøb marigwan katøle trunun isunrrab. Inchen larrø bishim bølmera gøbig køn.",bible,Juan 10 - 22
3359,"Jesús estaba en el templo, paseando por el pórtico de Salomón.","Inchen Jesúsbe tru Tiuswei yau tru yaguetawan, Salomónwei yaskab tainug llirab uñene,",bible,Juan 10 - 23
3360,"En esto, se le acercaron los judíos, lo rodearon y le dijeron: –¿Hasta cuándo vas a tenernos en suspenso? Si eres el Cristo, dilo claramente de una vez.","truyu judíosmera tulsruabe, trencha payibelø gøn: —¿Nam mu gúinguen mørmíig melønrrai managatiirre øyeetø, øyeetø namun tøgagønrragu? cha. Isa gømø, ñi Cristo guabe, trube, kanmaytø kelarrab eshkau bøs— cha.",bible,Juan 10 - 24
3361,Jesús les respondió: –Ya les dije con toda claridad y no me han creido. Las obras que yo hago por encargo de mi Padre dan testimonio de mí;,"Inchene Jesúsbe trencha løtabig køn: —Yamba ñimun eshkaben, ñimbe na Cristo gúitamab køremøn cha. Na nai Møskawei munchiyu na chigøben mariilø, truiløbe naimburab treegwein gøn chib eshkan cha.",bible,Juan 10 - 25
3362,"ustedes, sin embargo, no me creen, porque no pertenecen a las ovejas de mi rebaño.","Inchendø ñimbe nai ubisha utuelø gømøwa, nane køremøn cha.",bible,Juan 10 - 26
3363,Mis ovejas escuchan mi voz; yo las conozco y ellas me siguen.,"Nai ubishamerabe nai wamwan mørøbelø gøben, nagucha nømun ashibig kur cha. Incha nømbe nai mendig amrrubelø gøn cha.",bible,Juan 10 - 27
3364,Yo les doy vida eterna y no perecerán para siempre; nadie puede arrebatármelas.,"Nabe nømune managatig øsig kømigwan tranen, managuen pinønrrabelø gømøwei, katø nai taskugurrimbe mugucha kerranrraamøn cha.",bible,Juan 10 - 28
3365,"Mi Padre, que me las ha dado, es superior a todos, y nadie puede arrebatárselas.","Nai Møskai nan truilan tranøbiibe mayeelan purab nuig køben, Møskawei taskugurrimbe mugucha kerranrrab gaimanrrun chibig køn.",bible,Juan 10 - 29
3366,El Padre y yo somos uno.,"Naba, nai Møskaimbabe kandø guer— chibig køn.",bible,Juan 10 - 30
3367,Los judíos volvieron a tomar piedras para tirárselas.,"Inchene judíosmerabe kwetchab srug muta petønrrab katøguen srug kusruben,",bible,Juan 10 - 31
3368,Jesús les dijo: –He hecho ante ustedes muchas obras buenas por encargo del Padre. ¿Por cuál de ellas quieren apedrearme?,"Jesúsbe trenchibig køn: —Nabe nai Møskaweimburabelan ñimui merrab chigøben purø nørreelø marøb kenamarig køn cha. ¿Tru na treeg tabig mariiløyu, møig kalø gúindørre nane sruutøga betønrrainchigue?— cha.",bible,Juan 10 - 32
3369,"Los judíos le contestaron: –No es por ninguna obra buena por lo que queremos apedrearte, sino por haber blasfemado. Pues tú, siendo hombre, te haces Dios.","Inchene tru judíosmerabe trenchibelø gøn: —Nam sruutøga petappe, ñi tabig marikkurrin gømøtø, ñi Tiusweimburab purø rrømbøig wamab, tru ñibe ka møøtø gøbendø: “Tius kur” chib pasraikkurrindø nambe petønrrab inder— cha.",bible,Juan 10 - 33
3370,Jesús les respondió: –¿No está escrito en su ley: Yo les digo: ustedes son dioses?,"Inchene Jesúsbe nømune trenchibig køn: —¿Tru maig maramigwan martrai ñimui pørigube øyeeg chibig pørig pasrømuitarru cha: “Ñimbe tiusmera gøn” cha, Tiusbe trendan taig.",bible,Juan 10 - 34
3371,"Pues si la ley llama dioses a aquellos a quienes fue dirigida la palabra de Dios, y lo que dice la Escritura no puede ponerse en duda,","Tru Tiuswei wam pørigwan wamindinabelandøguen: “Tiusmera gøn” cha wamig købene, (katø tru Tiuswei wamwan pørigwane ka treeg kønmab ashatø tarømarøptindamig kømøn cha,)",bible,Juan 10 - 35
3372,"entonces, ¿con qué derecho me acusan de blasfemia sólo por haber dicho «­yo soy Hijo de Dios», a mí, a quien el Padre consagró y envió al mundo?","trube, Møskai nuyasiitø tarømara, yu piraumay karua ørig: “Na Tiuswei Nusrkain gur” chibene: “Ñibe purø rrømbøig wamab pasran” cha, ñimgan trenchib gøtirru? cha.",bible,Juan 10 - 36
3373,"Si yo no realizo obras iguales a las de mi Padre, no me crean,","Nai Møskai mariilan na marmubene, trube, køremørrunrrigay cha.",bible,Juan 10 - 37
3374,"pero si las realizo, acepten el testimonio de las mismas, aunque no quieran creer en mí. De este modo reconocerán que el Padre está en mí y yo en el Padre.","Inchen nai Møskai mariilan na marene, trube, nan nui Nusrkain gúitamab køremuindøgucha, tru na mariilandøguen kørey chibig køn. Nai Møskaimbe nainug basrøben, katø nabe nai Møskaweinug basrabig kuin gúi nebua ashib, chigúi mørøb inchappe.—",bible,Juan 10 - 38
3375,"Así pues, intentaron de nuevo detener a Jesús, pero él se les escapó de entre las manos.","Inchen nømbe katøguen Jesúswan merrarrawa, sruamrrab inchen, nøbe nømui utugurri iptinchibig køn.",bible,Juan 10 - 39
3376,"Jesús se fue de nuevo a la otra orilla del Jordán, al lugar donde anteriormente había estado bautizando Juan, y se quedó allí.","Incha Jesúsbe tru Jordán pi ambøgatøsrømay katø ya, truyu kørrømisrøbig køn, Juan tru srøtøzhiitø misaameran pi umbu ulsrøb uniisrø.",bible,Juan 10 - 40
3377,"Acudía a él mucha gente, que decía: –Es cierto que Juan no hizo ningún signo, pero todo lo que dijo acerca de éste era verdad.","Inchen misaamerabe Jesúsweimay truba nu ambabe, nømdø trenchibelø gøn: —Juanbe Tius nøba pasrain gúi asha gønrrai mariilø marøppe, marmuindøgucha, ø møweimburab nø chi wamindiiløbe kerriguba isa gømubwei indin gøn— cha.",bible,Juan 10 - 41
3378,Y en aquella región muchos creyeron en él.,"Incha misaamerabe Jesúswan truba nu kørebelø gøn, truyube.",bible,Juan 10 - 42
3379,"Un hombre, llamado Lázaro, estaba enfermo. Era natural de Betania, el pueblo de María y de su hermana Marta.","Kan møg Lázaro taig Betania pueblosriig tru Maríaimba, Martaimba nuchaabe kwanrrø tsubig køn.",bible,Juan 11 - 1
3380,"(María, cuyo hermano Lázaro estaba enfermo, es la que ungió al Señor con perfume y le secó los pies con sus cabellos).","Tru Maríabe, Señorwei srøb pala tru purø may irrabzhigwan lusha, nui srøbwan pusruutøga pinømørøbig købig, truig køben, tru Lázaro kwanrrø tsubiibe nui nuchag købig køn.",bible,Juan 11 - 2
3381,"Sus hermanas mandaron a Jesús este mensaje: –Señor, tu amigo está enfermo.","Inchen tru nui pa nuchaløbe Jesúsweisrømay karua ørøbelø gøn: —Señor, ñi undaaraibe kwanrrø tsun— cha, eshkanrrai.",bible,Juan 11 - 3
3382,"Jesús, al enterarse, dijo: –Esta enfermedad no terminará en la muerte, sino que tiene como finalidad manifestar la gloria de Dios; a través de ella se dará también a conocer la gloria del Hijo de Dios.","Inchen Jesúsbe trunun mørabe, trenchibig køn: —Tru kwanrrøbe kwam gwanrrø gømøtø gøn cha. Treeg kømøtø, Tiuswei maya nuguen tabigwan kenamaramigweyasig køn cha, treeg mariitøga Tiuswei Nusrkawan maya nuguen tabig marig kønrrai.—",bible,Juan 11 - 4
3383,"Por eso, Jesús, aunque amaba a Marta, a su hermana María y a Lázaro,","Jesúsbe Martanba, numøsrawanba, nuchawanba truba undaguig kwagucha,",bible,Juan 11 - 5
3384,se quedó en aquel lugar otros dos días después de haber oído que Lázaro estaba enfermo.,"tru Lázarobe kwanrrø tsun daingucha, tru nø tsuinug katøgucha Jesúsbe pa gwaløm srarrabig køn.",bible,Juan 11 - 6
3385,"Pasado este tiempo, dijo a sus discípulos: –Vamos otra vez a Judea.",Incha nøbe nui kusrenanøb pera uniilan trenchibig køn: —Judeasrømay katø amun— cha.,bible,Juan 11 - 7
3386,"Ellos contestaron: –Maestro, hace poco que los judíos quisieron apedrearte. ¿Cómo es posible que quieras regresar allá?","Inchene nømbe trenchiptinchibelø gøn: —Kusrennøbig, judíosmera trusrø yamba ñun srug muta, peta ñun kwetchab inchib gúig yandø yanatø gøben, ¿trusrømay katø inrrapteh?— cha.",bible,Juan 11 - 8
3387,"Jesús respondió: –¿No es cierto que el día tiene doce horas? Cualquiera puede caminar durante el día sin miedo a tropezar, porque la luz de este mundo ilumina su camino.","Inchene Jesúsbe trenchibig køn: —¿Kan mawabe doce uras tøgaig kømuitarru? cha. Pøs, kan kwaløm uñibiibe srurrengwamøn cha, kaguende yu pirau tør pilimba.",bible,Juan 11 - 9
3388,"En cambio, si uno anda de noche, tropieza, porque le falta la luz.","Trune kan yem uñibiibe srurrengwanrrun cha, kaguende yembe tør chigaig løstiig kua.—",bible,Juan 11 - 10
3389,"Y añadió: –Nuestro amigo Lázaro está dormido, pero yo iré a despertarlo.",Inchabe gatø Jesúsbe trenchibig køn: —Lázaro namui trendø asiibe kiain gøn cha. Inchendø nabe nun kasrønanrrab inrrab— cha.,bible,Juan 11 - 11
3390,"Los discípulos comentaron: –Señor, si está dormido, se recuperará.","Inchene nui kusrenanøb pera uniiløbe trenchibelø gøn: —Señor, trube, kiptø tsuibe, treebe tammisrtrab gúinrrun— cha.",bible,Juan 11 - 12
3391,"Jesús hablaba de la muerte de Lázaro, mientras que sus discípulos entendieron que se refería al sueño natural.","Jesúsbe Lázaro kwain gøn cha waminchib pasrøben, trune nui kusrenanøb pera uniiløbe: “Ka kib tsun” chitanmab isua bønrrabelø gøn.",bible,Juan 11 - 13
3392,Entonces Jesús se expresó claramente: –Lázaro ha muerto.,Inchabe Jesúsbe tørgandø trenchibig køn: —Lázarobe kwabguen indan cha.,bible,Juan 11 - 14
3393,"Y me alegro de no haber estado allí, por el bien de ustedes; para que así tengan un motivo más para creer. Vamos, pues, allá.","Nane ñimuimburappe tabguen gøtan chibig køn, truyu na mu gaagúikkurri, kaguende trumaybe ñim nan kørenrrain cha. Trube, nun ashchab amun— chibig køn.",bible,Juan 11 - 15
3394,"Tomás, por sobrenombre ­«el Mellizo», dijo a los otros discípulos: –Vamos también nosotros a morir con él.","Inchene Tomás, tru Gemelo taibe, tru katøgan kusrenanøb pera uniilan trenchibig køn: —Namgucha, trube, amun cha, nøba kegøtø kwanrrab.—",bible,Juan 11 - 16
3395,"A su llegada, Jesús se encontró con que hacía ya cuatro días que Lázaro había sido sepultado.","Incha Jesús puabe, Lázarone sørig chabguen pib gwalømguen purayain gúin gúi ashibig køn.",bible,Juan 11 - 17
3396,"Betania está muy cerca de Jerusalén, como a dos kilómetros y medio,","Betaniabe Jerusalén bulutø gøbig køn, truyugurri kan pøn kilómetro gøsrønsrø.",bible,Juan 11 - 18
